DateKey,OrderDate,RequiredDate,ShippedDate
681,1997-04-15 00:00:00,1997-05-13 00:00:00,1997-04-22 00:00:00
682,1997-04-16 00:00:00,1997-05-14 00:00:00,1997-05-13 00:00:00
683,1997-04-16 00:00:00,1997-05-14 00:00:00,1997-05-13 00:00:00
684,1997-04-17 00:00:00,1997-05-15 00:00:00,1997-04-29 00:00:00
685,1997-04-18 00:00:00,1997-05-16 00:00:00,1997-04-28 00:00:00
686,1997-04-18 00:00:00,1997-05-16 00:00:00,1997-04-28 00:00:00
687,1997-04-18 00:00:00,1997-05-16 00:00:00,1997-04-21 00:00:00
688,1997-04-18 00:00:00,1997-05-16 00:00:00,1997-04-21 00:00:00
689,1997-04-18 00:00:00,1997-05-16 00:00:00,1997-04-21 00:00:00
690,1997-04-21 00:00:00,1997-05-19 00:00:00,1997-04-24 00:00:00
691,1997-04-21 00:00:00,1997-05-19 00:00:00,1997-04-24 00:00:00
692,1997-04-21 00:00:00,1997-05-19 00:00:00,1997-04-24 00:00:00
693,1997-04-21 00:00:00,1997-05-19 00:00:00,1997-04-24 00:00:00
694,1997-04-22 00:00:00,1997-06-03 00:00:00,1997-04-28 00:00:00
695,1997-04-22 00:00:00,1997-06-03 00:00:00,1997-04-28 00:00:00
696,1997-04-22 00:00:00,1997-06-03 00:00:00,1997-04-28 00:00:00
697,1997-04-22 00:00:00,1997-05-20 00:00:00,1997-05-16 00:00:00
698,1997-04-22 00:00:00,1997-05-20 00:00:00,1997-05-16 00:00:00
699,1997-04-22 00:00:00,1997-05-20 00:00:00,1997-05-16 00:00:00
700,1997-04-22 00:00:00,1997-05-20 00:00:00,1997-05-16 00:00:00
701,1997-04-22 00:00:00,1997-05-20 00:00:00,1997-05-16 00:00:00
702,1997-04-23 00:00:00,1997-05-07 00:00:00,1997-05-23 00:00:00
703,1997-04-23 00:00:00,1997-05-07 00:00:00,1997-05-23 00:00:00
704,1997-04-23 00:00:00,1997-05-07 00:00:00,1997-05-23 00:00:00
705,1997-04-23 00:00:00,1997-05-07 00:00:00,1997-05-23 00:00:00
706,1997-04-23 00:00:00,1997-05-07 00:00:00,1997-05-23 00:00:00
707,1997-04-24 00:00:00,1997-05-22 00:00:00,1997-05-01 00:00:00
708,1997-04-24 00:00:00,1997-05-22 00:00:00,1997-05-01 00:00:00
709,1997-04-24 00:00:00,1997-05-22 00:00:00,1997-05-01 00:00:00
710,1997-04-24 00:00:00,1997-05-22 00:00:00,1997-04-29 00:00:00
711,1997-04-24 00:00:00,1997-05-22 00:00:00,1997-04-29 00:00:00
712,1997-04-24 00:00:00,1997-05-22 00:00:00,1997-04-29 00:00:00
713,1997-04-25 00:00:00,1997-05-09 00:00:00,1997-05-05 00:00:00
714,1997-04-25 00:00:00,1997-05-09 00:00:00,1997-05-05 00:00:00
715,1997-04-25 00:00:00,1997-05-09 00:00:00,1997-05-05 00:00:00
716,1997-04-28 00:00:00,1997-05-26 00:00:00,1997-05-01 00:00:00
717,1997-04-28 00:00:00,1997-05-26 00:00:00,1997-05-01 00:00:00
718,1997-04-28 00:00:00,1997-05-26 00:00:00,1997-05-01 00:00:00
719,1997-04-29 00:00:00,1997-05-27 00:00:00,1997-05-01 00:00:00
720,1997-04-29 00:00:00,1997-05-27 00:00:00,1997-05-01 00:00:00
721,1997-04-29 00:00:00,1997-05-27 00:00:00,1997-05-02 00:00:00
722,1997-04-29 00:00:00,1997-05-27 00:00:00,1997-05-02 00:00:00
723,1997-04-29 00:00:00,1997-05-27 00:00:00,1997-05-02 00:00:00
724,1997-04-30 00:00:00,1997-05-28 00:00:00,1997-05-06 00:00:00
725,1997-04-30 00:00:00,1997-05-28 00:00:00,1997-05-06 00:00:00
726,1997-04-30 00:00:00,1997-05-28 00:00:00,1997-05-06 00:00:00
727,1997-04-30 00:00:00,1997-05-28 00:00:00,1997-05-06 00:00:00
728,1997-05-01 00:00:00,1997-05-29 00:00:00,1997-05-30 00:00:00
729,1997-05-01 00:00:00,1997-05-29 00:00:00,1997-05-30 00:00:00
730,1997-05-01 00:00:00,1997-05-29 00:00:00,1997-05-30 00:00:00
731,1997-05-01 00:00:00,1997-05-29 00:00:00,1997-05-30 00:00:00
732,1997-05-01 00:00:00,1997-05-29 00:00:00,1997-05-07 00:00:00
733,1997-05-01 00:00:00,1997-05-29 00:00:00,1997-05-07 00:00:00
734,1997-05-01 00:00:00,1997-05-29 00:00:00,1997-05-07 00:00:00
735,1997-05-01 00:00:00,1997-05-29 00:00:00,1997-05-07 00:00:00
736,1997-05-02 00:00:00,1997-05-30 00:00:00,1997-05-23 00:00:00
737,1997-05-02 00:00:00,1997-05-30 00:00:00,1997-05-23 00:00:00
738,1997-05-05 00:00:00,1997-06-02 00:00:00,1997-05-15 00:00:00
739,1997-05-05 00:00:00,1997-06-02 00:00:00,1997-05-15 00:00:00
740,1997-05-05 00:00:00,1997-06-02 00:00:00,1997-05-15 00:00:00
741,1997-05-05 00:00:00,1997-06-02 00:00:00,1997-05-07 00:00:00
742,1997-05-05 00:00:00,1997-06-02 00:00:00,1997-05-07 00:00:00
743,1997-05-06 00:00:00,1997-05-20 00:00:00,1997-05-09 00:00:00
744,1997-05-06 00:00:00,1997-05-20 00:00:00,1997-05-09 00:00:00
745,1997-05-06 00:00:00,1997-05-20 00:00:00,1997-05-09 00:00:00
746,1997-05-07 00:00:00,1997-06-04 00:00:00,1997-05-09 00:00:00
747,1997-05-07 00:00:00,1997-06-04 00:00:00,1997-05-09 00:00:00
748,1997-05-07 00:00:00,1997-06-04 00:00:00,1997-05-09 00:00:00
749,1997-05-08 00:00:00,1997-06-05 00:00:00,1997-05-12 00:00:00
750,1997-05-08 00:00:00,1997-06-05 00:00:00,1997-05-12 00:00:00
751,1997-05-08 00:00:00,1997-06-05 00:00:00,1997-05-12 00:00:00
752,1997-05-08 00:00:00,1997-06-05 00:00:00,1997-05-12 00:00:00
753,1997-05-08 00:00:00,1997-06-05 00:00:00,1997-05-19 00:00:00
754,1997-05-09 00:00:00,1997-06-06 00:00:00,1997-05-12 00:00:00
755,1997-05-09 00:00:00,1997-06-06 00:00:00,1997-05-12 00:00:00
756,1997-05-12 00:00:00,1997-06-09 00:00:00,1997-05-22 00:00:00
757,1997-05-12 00:00:00,1997-06-09 00:00:00,1997-05-22 00:00:00
758,1997-05-12 00:00:00,1997-06-09 00:00:00,1997-05-22 00:00:00
759,1997-05-12 00:00:00,1997-06-09 00:00:00,1997-05-14 00:00:00
760,1997-05-12 00:00:00,1997-06-09 00:00:00,1997-05-14 00:00:00
761,1997-05-12 00:00:00,1997-06-09 00:00:00,1997-05-14 00:00:00
762,1997-05-13 00:00:00,1997-06-10 00:00:00,1997-05-21 00:00:00
763,1997-05-13 00:00:00,1997-06-10 00:00:00,1997-05-21 00:00:00
764,1997-05-13 00:00:00,1997-06-10 00:00:00,1997-05-21 00:00:00
765,1997-05-13 00:00:00,1997-06-10 00:00:00,1997-05-21 00:00:00
766,1997-05-14 00:00:00,1997-06-11 00:00:00,1997-06-06 00:00:00
767,1997-05-14 00:00:00,1997-06-11 00:00:00,1997-06-06 00:00:00
768,1997-05-14 00:00:00,1997-06-11 00:00:00,1997-06-06 00:00:00
769,1997-05-14 00:00:00,1997-06-11 00:00:00,1997-06-06 00:00:00
770,1997-05-14 00:00:00,1997-05-28 00:00:00,1997-05-19 00:00:00
771,1997-05-14 00:00:00,1997-05-28 00:00:00,1997-05-19 00:00:00
772,1997-05-14 00:00:00,1997-05-28 00:00:00,1997-05-19 00:00:00
773,1997-05-14 00:00:00,1997-05-28 00:00:00,1997-05-19 00:00:00
774,1997-05-14 00:00:00,1997-05-28 00:00:00,1997-05-19 00:00:00
775,1997-05-15 00:00:00,1997-06-12 00:00:00,1997-05-16 00:00:00
776,1997-05-15 00:00:00,1997-06-12 00:00:00,1997-05-16 00:00:00
777,1997-05-16 00:00:00,1997-06-13 00:00:00,1997-05-23 00:00:00
778,1997-05-16 00:00:00,1997-06-13 00:00:00,1997-05-23 00:00:00
779,1997-05-16 00:00:00,1997-06-13 00:00:00,1997-05-23 00:00:00
780,1997-05-16 00:00:00,1997-06-13 00:00:00,1997-05-23 00:00:00
781,1997-05-19 00:00:00,1997-06-16 00:00:00,1997-06-13 00:00:00
782,1997-05-19 00:00:00,1997-06-16 00:00:00,1997-06-13 00:00:00
783,1997-05-19 00:00:00,1997-06-16 00:00:00,1997-06-13 00:00:00
784,1997-05-19 00:00:00,1997-06-16 00:00:00,1997-06-13 00:00:00
785,1997-05-19 00:00:00,1997-06-16 00:00:00,1997-05-29 00:00:00
786,1997-05-19 00:00:00,1997-06-16 00:00:00,1997-05-29 00:00:00
787,1997-05-19 00:00:00,1997-06-16 00:00:00,1997-05-29 00:00:00
788,1997-05-19 00:00:00,1997-06-16 00:00:00,1997-05-29 00:00:00
789,1997-05-20 00:00:00,1997-06-17 00:00:00,1997-05-26 00:00:00
790,1997-05-20 00:00:00,1997-06-17 00:00:00,1997-05-26 00:00:00
791,1997-05-21 00:00:00,1997-06-18 00:00:00,1997-05-23 00:00:00
792,1997-05-21 00:00:00,1997-06-18 00:00:00,1997-05-23 00:00:00
793,1997-05-21 00:00:00,1997-06-18 00:00:00,1997-05-30 00:00:00
794,1997-05-21 00:00:00,1997-06-18 00:00:00,1997-05-30 00:00:00
795,1997-05-22 00:00:00,1997-06-19 00:00:00,1997-06-26 00:00:00
796,1997-05-23 00:00:00,1997-06-20 00:00:00,1997-05-27 00:00:00
797,1997-05-23 00:00:00,1997-06-20 00:00:00,1997-05-27 00:00:00
798,1997-05-23 00:00:00,1997-06-20 00:00:00,1997-05-27 00:00:00
799,1997-05-23 00:00:00,1997-06-20 00:00:00,1997-06-02 00:00:00
800,1997-05-23 00:00:00,1997-06-20 00:00:00,1997-06-02 00:00:00
801,1997-05-26 00:00:00,1997-06-23 00:00:00,1997-06-02 00:00:00
802,1997-05-26 00:00:00,1997-06-23 00:00:00,1997-06-02 00:00:00
803,1997-05-27 00:00:00,1997-06-10 00:00:00,1997-05-30 00:00:00
804,1997-05-27 00:00:00,1997-06-10 00:00:00,1997-05-30 00:00:00
805,1997-05-27 00:00:00,1997-06-10 00:00:00,1997-05-30 00:00:00
806,1997-05-28 00:00:00,1997-06-25 00:00:00,1997-06-06 00:00:00
807,1997-05-28 00:00:00,1997-06-25 00:00:00,1997-06-06 00:00:00
808,1997-05-28 00:00:00,1997-06-25 00:00:00,1997-06-06 00:00:00
809,1997-05-28 00:00:00,1997-06-25 00:00:00,1997-06-06 00:00:00
810,1997-05-28 00:00:00,1997-07-09 00:00:00,1997-06-06 00:00:00
811,1997-05-28 00:00:00,1997-07-09 00:00:00,1997-06-06 00:00:00
812,1997-05-28 00:00:00,1997-07-09 00:00:00,1997-06-06 00:00:00
813,1997-05-29 00:00:00,1997-06-26 00:00:00,1997-06-05 00:00:00
814,1997-05-29 00:00:00,1997-06-26 00:00:00,1997-06-05 00:00:00
815,1997-05-30 00:00:00,1997-06-27 00:00:00,1997-06-03 00:00:00
816,1997-05-30 00:00:00,1997-06-27 00:00:00,1997-06-03 00:00:00
817,1997-05-30 00:00:00,1997-06-27 00:00:00,1997-06-03 00:00:00
818,1997-05-30 00:00:00,1997-06-27 00:00:00,1997-06-03 00:00:00
819,1997-05-30 00:00:00,1997-06-27 00:00:00,1997-06-03 00:00:00
820,1997-05-30 00:00:00,1997-06-27 00:00:00,1997-06-05 00:00:00
821,1997-05-30 00:00:00,1997-06-27 00:00:00,1997-06-05 00:00:00
822,1997-05-30 00:00:00,1997-06-27 00:00:00,1997-06-05 00:00:00
823,1997-05-30 00:00:00,1997-06-27 00:00:00,1997-06-05 00:00:00
824,1997-06-02 00:00:00,1997-06-30 00:00:00,1997-06-04 00:00:00
825,1997-06-02 00:00:00,1997-06-30 00:00:00,1997-06-04 00:00:00
826,1997-06-02 00:00:00,1997-06-30 00:00:00,1997-06-04 00:00:00
827,1997-06-02 00:00:00,1997-06-30 00:00:00,1997-06-04 00:00:00
828,1997-06-02 00:00:00,1997-06-30 00:00:00,1997-06-04 00:00:00
829,1997-06-03 00:00:00,1997-07-15 00:00:00,1997-06-13 00:00:00
830,1997-06-03 00:00:00,1997-06-17 00:00:00,1997-06-06 00:00:00
831,1997-06-03 00:00:00,1997-06-17 00:00:00,1997-06-06 00:00:00
832,1997-06-04 00:00:00,1997-07-02 00:00:00,1997-06-10 00:00:00
833,1997-06-04 00:00:00,1997-07-02 00:00:00,1997-06-10 00:00:00
834,1997-06-04 00:00:00,1997-07-02 00:00:00,1997-06-10 00:00:00
835,1997-06-04 00:00:00,1997-07-02 00:00:00,1997-06-10 00:00:00
836,1997-06-04 00:00:00,1997-07-02 00:00:00,1997-06-10 00:00:00
837,1997-06-05 00:00:00,1997-07-03 00:00:00,1997-06-13 00:00:00
838,1997-06-05 00:00:00,1997-07-03 00:00:00,1997-06-13 00:00:00
839,1997-06-06 00:00:00,1997-07-04 00:00:00,1997-06-09 00:00:00
840,1997-06-06 00:00:00,1997-07-04 00:00:00,1997-06-09 00:00:00
841,1997-06-06 00:00:00,1997-07-04 00:00:00,1997-06-09 00:00:00
842,1997-06-06 00:00:00,1997-07-04 00:00:00,1997-06-09 00:00:00
843,1997-06-09 00:00:00,1997-07-07 00:00:00,1997-06-12 00:00:00
844,1997-06-09 00:00:00,1997-07-07 00:00:00,1997-06-12 00:00:00
845,1997-06-10 00:00:00,1997-07-22 00:00:00,1997-06-24 00:00:00
846,1997-06-10 00:00:00,1997-07-22 00:00:00,1997-06-24 00:00:00
847,1997-06-10 00:00:00,1997-07-08 00:00:00,1997-06-16 00:00:00
848,1997-06-10 00:00:00,1997-07-08 00:00:00,1997-06-16 00:00:00
849,1997-06-10 00:00:00,1997-07-08 00:00:00,1997-06-16 00:00:00
850,1997-06-11 00:00:00,1997-07-09 00:00:00,1997-06-18 00:00:00
851,1997-06-11 00:00:00,1997-07-09 00:00:00,1997-06-18 00:00:00
852,1997-06-12 00:00:00,1997-07-10 00:00:00,1997-06-18 00:00:00
853,1997-06-12 00:00:00,1997-07-10 00:00:00,1997-06-18 00:00:00
854,1997-06-12 00:00:00,1997-07-10 00:00:00,1997-06-18 00:00:00
855,1997-06-12 00:00:00,1997-07-10 00:00:00,1997-06-17 00:00:00
856,1997-06-12 00:00:00,1997-07-10 00:00:00,1997-06-17 00:00:00
857,1997-06-12 00:00:00,1997-07-10 00:00:00,1997-06-17 00:00:00
858,1997-06-13 00:00:00,1997-07-11 00:00:00,1997-07-09 00:00:00
859,1997-06-16 00:00:00,1997-07-14 00:00:00,1997-07-11 00:00:00
860,1997-06-16 00:00:00,1997-07-14 00:00:00,1997-07-11 00:00:00
861,1997-06-17 00:00:00,1997-07-15 00:00:00,1997-06-19 00:00:00
862,1997-06-17 00:00:00,1997-07-15 00:00:00,1997-06-19 00:00:00
863,1997-06-17 00:00:00,1997-07-29 00:00:00,1997-07-04 00:00:00
864,1997-06-17 00:00:00,1997-07-29 00:00:00,1997-07-04 00:00:00
865,1997-06-18 00:00:00,1997-07-16 00:00:00,1997-06-25 00:00:00
866,1997-06-18 00:00:00,1997-07-16 00:00:00,1997-06-25 00:00:00
867,1997-06-18 00:00:00,1997-07-16 00:00:00,1997-06-25 00:00:00
868,1997-06-18 00:00:00,1997-07-16 00:00:00,1997-06-25 00:00:00
869,1997-06-19 00:00:00,1997-07-17 00:00:00,1997-06-20 00:00:00
870,1997-06-19 00:00:00,1997-07-17 00:00:00,1997-06-20 00:00:00
871,1997-06-19 00:00:00,1997-07-17 00:00:00,1997-06-20 00:00:00
872,1997-06-19 00:00:00,1997-07-17 00:00:00,1997-06-30 00:00:00
873,1997-06-19 00:00:00,1997-07-17 00:00:00,1997-06-30 00:00:00
874,1997-06-19 00:00:00,1997-07-17 00:00:00,1997-06-30 00:00:00
875,1997-06-19 00:00:00,1997-07-17 00:00:00,1997-06-30 00:00:00
876,1997-06-20 00:00:00,1997-07-04 00:00:00,1997-06-30 00:00:00
877,1997-06-20 00:00:00,1997-07-04 00:00:00,1997-06-30 00:00:00
878,1997-06-20 00:00:00,1997-07-04 00:00:00,1997-06-30 00:00:00
879,1997-06-20 00:00:00,1997-07-04 00:00:00,1997-06-30 00:00:00
880,1997-06-23 00:00:00,1997-07-07 00:00:00,1997-06-30 00:00:00
881,1997-06-23 00:00:00,1997-07-07 00:00:00,1997-06-30 00:00:00
882,1997-06-23 00:00:00,1997-07-07 00:00:00,1997-06-30 00:00:00
883,1997-06-23 00:00:00,1997-08-04 00:00:00,1997-06-30 00:00:00
884,1997-06-23 00:00:00,1997-08-04 00:00:00,1997-06-30 00:00:00
885,1997-06-23 00:00:00,1997-08-04 00:00:00,1997-06-30 00:00:00
886,1997-06-24 00:00:00,1997-07-22 00:00:00,1997-07-25 00:00:00
887,1997-06-24 00:00:00,1997-07-22 00:00:00,1997-07-25 00:00:00
888,1997-06-25 00:00:00,1997-07-23 00:00:00,1997-07-04 00:00:00
889,1997-06-25 00:00:00,1997-07-23 00:00:00,1997-07-04 00:00:00
890,1997-06-26 00:00:00,1997-07-24 00:00:00,1997-07-01 00:00:00
891,1997-06-26 00:00:00,1997-07-24 00:00:00,1997-07-01 00:00:00
892,1997-06-26 00:00:00,1997-07-24 00:00:00,1997-07-01 00:00:00
893,1997-06-26 00:00:00,1997-07-24 00:00:00,1997-07-02 00:00:00
894,1997-06-27 00:00:00,1997-07-25 00:00:00,1997-07-14 00:00:00
895,1997-06-27 00:00:00,1997-07-25 00:00:00,1997-07-14 00:00:00
896,1997-06-30 00:00:00,1997-07-28 00:00:00,1997-07-04 00:00:00
897,1997-06-30 00:00:00,1997-07-28 00:00:00,1997-07-04 00:00:00
898,1997-06-30 00:00:00,1997-07-28 00:00:00,1997-07-04 00:00:00
899,1997-06-30 00:00:00,1997-07-28 00:00:00,1997-07-04 00:00:00
900,1997-07-01 00:00:00,1997-07-29 00:00:00,1997-07-10 00:00:00
901,1997-07-02 00:00:00,1997-07-30 00:00:00,1997-07-09 00:00:00
902,1997-07-02 00:00:00,1997-07-30 00:00:00,1997-07-09 00:00:00
903,1997-07-02 00:00:00,1997-07-30 00:00:00,1997-07-09 00:00:00
904,1997-07-02 00:00:00,1997-07-30 00:00:00,1997-07-09 00:00:00
905,1997-07-03 00:00:00,1997-07-31 00:00:00,1997-07-10 00:00:00
906,1997-07-03 00:00:00,1997-07-31 00:00:00,1997-07-10 00:00:00
907,1997-07-04 00:00:00,1997-08-01 00:00:00,1997-07-14 00:00:00
908,1997-07-07 00:00:00,1997-08-04 00:00:00,1997-07-14 00:00:00
909,1997-07-07 00:00:00,1997-08-04 00:00:00,1997-07-14 00:00:00
910,1997-07-07 00:00:00,1997-07-21 00:00:00,1997-07-16 00:00:00
911,1997-07-07 00:00:00,1997-07-21 00:00:00,1997-07-16 00:00:00
912,1997-07-07 00:00:00,1997-07-21 00:00:00,1997-07-16 00:00:00
913,1997-07-08 00:00:00,1997-08-05 00:00:00,1997-07-16 00:00:00
914,1997-07-08 00:00:00,1997-08-05 00:00:00,1997-07-16 00:00:00
915,1997-07-09 00:00:00,1997-08-06 00:00:00,1997-08-13 00:00:00
916,1997-07-09 00:00:00,1997-08-06 00:00:00,1997-08-13 00:00:00
917,1997-07-09 00:00:00,1997-08-06 00:00:00,1997-08-13 00:00:00
918,1997-07-09 00:00:00,1997-08-06 00:00:00,1997-07-16 00:00:00
919,1997-07-09 00:00:00,1997-08-06 00:00:00,1997-07-16 00:00:00
920,1997-07-10 00:00:00,1997-08-07 00:00:00,1997-07-14 00:00:00
921,1997-07-10 00:00:00,1997-08-07 00:00:00,1997-07-14 00:00:00
922,1997-07-10 00:00:00,1997-08-07 00:00:00,1997-07-14 00:00:00
923,1997-07-11 00:00:00,1997-08-08 00:00:00,1997-08-12 00:00:00
924,1997-07-11 00:00:00,1997-08-08 00:00:00,1997-08-12 00:00:00
925,1997-07-11 00:00:00,1997-08-08 00:00:00,1997-08-12 00:00:00
926,1997-07-11 00:00:00,1997-08-08 00:00:00,1997-07-18 00:00:00
927,1997-07-11 00:00:00,1997-08-08 00:00:00,1997-07-18 00:00:00
928,1997-07-11 00:00:00,1997-08-08 00:00:00,1997-07-18 00:00:00
929,1997-07-14 00:00:00,1997-08-11 00:00:00,1997-07-18 00:00:00
930,1997-07-14 00:00:00,1997-08-11 00:00:00,1997-07-18 00:00:00
931,1997-07-15 00:00:00,1997-08-26 00:00:00,1997-07-21 00:00:00
932,1997-07-16 00:00:00,1997-08-13 00:00:00,1997-07-21 00:00:00
933,1997-07-16 00:00:00,1997-08-13 00:00:00,1997-07-21 00:00:00
934,1997-07-16 00:00:00,1997-08-27 00:00:00,1997-07-22 00:00:00
935,1997-07-16 00:00:00,1997-08-27 00:00:00,1997-07-22 00:00:00
936,1997-07-17 00:00:00,1997-08-14 00:00:00,1997-07-22 00:00:00
937,1997-07-18 00:00:00,1997-08-15 00:00:00,1997-08-08 00:00:00
938,1997-07-18 00:00:00,1997-08-15 00:00:00,1997-08-08 00:00:00
939,1997-07-18 00:00:00,1997-08-15 00:00:00,1997-07-29 00:00:00
940,1997-07-18 00:00:00,1997-08-15 00:00:00,1997-07-29 00:00:00
941,1997-07-21 00:00:00,1997-08-18 00:00:00,1997-07-29 00:00:00
942,1997-07-21 00:00:00,1997-08-18 00:00:00,1997-07-29 00:00:00
943,1997-07-21 00:00:00,1997-08-18 00:00:00,1997-07-29 00:00:00
944,1997-07-21 00:00:00,1997-08-18 00:00:00,1997-07-29 00:00:00
945,1997-07-22 00:00:00,1997-08-19 00:00:00,1997-07-31 00:00:00
946,1997-07-22 00:00:00,1997-08-19 00:00:00,1997-07-31 00:00:00
947,1997-07-22 00:00:00,1997-08-19 00:00:00,1997-07-31 00:00:00
948,1997-07-22 00:00:00,1997-08-19 00:00:00,1997-07-25 00:00:00
949,1997-07-22 00:00:00,1997-08-19 00:00:00,1997-07-25 00:00:00
950,1997-07-22 00:00:00,1997-08-19 00:00:00,1997-07-25 00:00:00
951,1997-07-22 00:00:00,1997-08-19 00:00:00,1997-07-25 00:00:00
952,1997-07-22 00:00:00,1997-08-19 00:00:00,1997-07-25 00:00:00
953,1997-07-23 00:00:00,1997-08-20 00:00:00,1997-08-01 00:00:00
954,1997-07-24 00:00:00,1997-08-21 00:00:00,1997-07-30 00:00:00
955,1997-07-24 00:00:00,1997-08-21 00:00:00,1997-07-30 00:00:00
956,1997-07-24 00:00:00,1997-08-21 00:00:00,1997-07-30 00:00:00
957,1997-07-25 00:00:00,1997-08-22 00:00:00,1997-08-06 00:00:00
958,1997-07-25 00:00:00,1997-08-22 00:00:00,1997-08-01 00:00:00
959,1997-07-25 00:00:00,1997-08-22 00:00:00,1997-08-01 00:00:00
960,1997-07-25 00:00:00,1997-08-22 00:00:00,1997-08-01 00:00:00
961,1997-07-28 00:00:00,1997-08-25 00:00:00,1997-08-01 00:00:00
962,1997-07-28 00:00:00,1997-08-25 00:00:00,1997-08-01 00:00:00
963,1997-07-28 00:00:00,1997-08-25 00:00:00,1997-08-01 00:00:00
964,1997-07-28 00:00:00,1997-08-25 00:00:00,1997-08-01 00:00:00
965,1997-07-28 00:00:00,1997-08-25 00:00:00,1997-08-01 00:00:00
966,1997-07-29 00:00:00,1997-08-26 00:00:00,1997-08-01 00:00:00
967,1997-07-29 00:00:00,1997-08-26 00:00:00,1997-08-01 00:00:00
968,1997-07-29 00:00:00,1997-08-26 00:00:00,1997-08-01 00:00:00
969,1997-07-29 00:00:00,1997-08-26 00:00:00,1997-08-01 00:00:00
970,1997-07-29 00:00:00,1997-08-26 00:00:00,1997-08-01 00:00:00
971,1997-07-30 00:00:00,1997-08-27 00:00:00,1997-08-06 00:00:00
972,1997-07-31 00:00:00,1997-08-28 00:00:00,1997-08-05 00:00:00
973,1997-07-31 00:00:00,1997-08-28 00:00:00,1997-08-05 00:00:00
974,1997-07-31 00:00:00,1997-08-28 00:00:00,1997-08-05 00:00:00
975,1997-07-31 00:00:00,1997-08-28 00:00:00,1997-08-05 00:00:00
976,1997-07-31 00:00:00,1997-08-28 00:00:00,1997-08-04 00:00:00
977,1997-08-01 00:00:00,1997-09-12 00:00:00,1997-08-08 00:00:00
978,1997-08-01 00:00:00,1997-09-12 00:00:00,1997-08-08 00:00:00
979,1997-08-01 00:00:00,1997-09-12 00:00:00,1997-08-08 00:00:00
980,1997-08-04 00:00:00,1997-09-01 00:00:00,1997-08-07 00:00:00
981,1997-08-04 00:00:00,1997-09-01 00:00:00,1997-08-07 00:00:00
982,1997-08-05 00:00:00,1997-09-02 00:00:00,1997-08-14 00:00:00
983,1997-08-05 00:00:00,1997-09-02 00:00:00,1997-08-14 00:00:00
984,1997-08-05 00:00:00,1997-09-02 00:00:00,1997-08-11 00:00:00
985,1997-08-05 00:00:00,1997-09-02 00:00:00,1997-08-11 00:00:00
986,1997-08-05 00:00:00,1997-09-02 00:00:00,1997-08-11 00:00:00
987,1997-08-05 00:00:00,1997-09-02 00:00:00,1997-08-11 00:00:00
988,1997-08-06 00:00:00,1997-09-03 00:00:00,1997-08-11 00:00:00
989,1997-08-06 00:00:00,1997-09-03 00:00:00,1997-08-11 00:00:00
990,1997-08-07 00:00:00,1997-09-04 00:00:00,1997-08-12 00:00:00
991,1997-08-07 00:00:00,1997-09-04 00:00:00,1997-08-12 00:00:00
992,1997-08-07 00:00:00,1997-09-04 00:00:00,1997-08-12 00:00:00
993,1997-08-07 00:00:00,1997-09-04 00:00:00,1997-08-12 00:00:00
994,1997-08-07 00:00:00,1997-09-04 00:00:00,1997-08-12 00:00:00
995,1997-08-07 00:00:00,1997-09-04 00:00:00,1997-08-19 00:00:00
996,1997-08-07 00:00:00,1997-09-04 00:00:00,1997-08-19 00:00:00
997,1997-08-07 00:00:00,1997-09-04 00:00:00,1997-08-19 00:00:00
998,1997-08-08 00:00:00,1997-09-05 00:00:00,1997-08-14 00:00:00
999,1997-08-08 00:00:00,1997-09-05 00:00:00,1997-08-14 00:00:00
1000,1997-08-08 00:00:00,1997-09-05 00:00:00,1997-08-14 00:00:00
1001,1997-08-11 00:00:00,1997-09-08 00:00:00,1997-08-20 00:00:00
1002,1997-08-11 00:00:00,1997-09-08 00:00:00,1997-08-20 00:00:00
1003,1997-08-11 00:00:00,1997-09-08 00:00:00,1997-08-20 00:00:00
1004,1997-08-11 00:00:00,1997-09-22 00:00:00,1997-08-21 00:00:00
1005,1997-08-11 00:00:00,1997-09-22 00:00:00,1997-08-21 00:00:00
1006,1997-08-12 00:00:00,1997-09-09 00:00:00,1997-08-20 00:00:00
1007,1997-08-12 00:00:00,1997-09-09 00:00:00,1997-08-20 00:00:00
1008,1997-08-12 00:00:00,1997-09-09 00:00:00,1997-08-20 00:00:00
1009,1997-08-13 00:00:00,1997-09-10 00:00:00,1997-08-19 00:00:00
1010,1997-08-13 00:00:00,1997-09-10 00:00:00,1997-08-19 00:00:00
1011,1997-08-14 00:00:00,1997-09-11 00:00:00,1997-08-15 00:00:00
1012,1997-08-14 00:00:00,1997-09-11 00:00:00,1997-08-19 00:00:00
1013,1997-08-14 00:00:00,1997-09-11 00:00:00,1997-08-19 00:00:00
1014,1997-08-15 00:00:00,1997-09-12 00:00:00,1997-08-18 00:00:00
1015,1997-08-15 00:00:00,1997-09-12 00:00:00,1997-08-18 00:00:00
1016,1997-08-15 00:00:00,1997-09-12 00:00:00,1997-08-18 00:00:00
1017,1997-08-15 00:00:00,1997-09-12 00:00:00,1997-08-18 00:00:00
1018,1997-08-15 00:00:00,1997-09-12 00:00:00,1997-08-21 00:00:00
1019,1997-08-15 00:00:00,1997-09-12 00:00:00,1997-08-21 00:00:00
1020,1997-08-15 00:00:00,1997-09-12 00:00:00,1997-08-21 00:00:00
